atm_id,latitude,longitude,h3_index,is_synthetic
ATM-0518,19.027122,72.776807,mock_h3_517,True
ATM-0519,19.080967,72.908771,mock_h3_518,True
ATM-0520,19.113569,72.815037,mock_h3_519,True
ATM-0521,18.99253,72.879997,mock_h3_520,True
ATM-0522,19.103168,72.890869,mock_h3_521,True
ATM-0523,19.042869,72.945033,mock_h3_522,True
ATM-0524,19.10453,72.811559,mock_h3_523,True
ATM-0525,19.037837,72.726024,mock_h3_524,True
ATM-0526,18.985756,72.886192,mock_h3_525,True
ATM-0527,18.994623,72.967026,mock_h3_526,True
ATM-0528,19.078404,72.938947,mock_h3_527,True
ATM-0529,19.088986,72.887483,mock_h3_528,True
ATM-0530,19.030784,72.852418,mock_h3_529,True
ATM-0531,19.10793,72.917356,mock_h3_530,True
ATM-0532,18.992924,72.828323,mock_h3_531,True
ATM-0533,19.072696,72.900818,mock_h3_532,True
ATM-0534,19.015449,72.902274,mock_h3_533,True
ATM-0535,19.043408,72.93001,mock_h3_534,True
ATM-0536,19.07837,73.014983,mock_h3_535,True
ATM-0537,19.032979,72.896621,mock_h3_536,True
ATM-0538,19.056772,72.851552,mock_h3_537,True
ATM-0539,19.126315,72.875721,mock_h3_538,True
ATM-0540,19.047155,72.788546,mock_h3_539,True
ATM-0541,19.117785,72.842264,mock_h3_540,True
ATM-0542,19.019515,72.856536,mock_h3_541,True
ATM-0543,19.10249,72.850796,mock_h3_542,True
ATM-0544,19.148078,72.884618,mock_h3_543,True
ATM-0545,18.952418,72.835879,mock_h3_544,True
ATM-0546,19.036155,72.933052,mock_h3_545,True
ATM-0547,19.104854,72.87701,mock_h3_546,True
ATM-0548,19.065848,72.876535,mock_h3_547,True
ATM-0549,19.094557,72.860605,mock_h3_548,True
ATM-0550,19.045801,72.88476,mock_h3_549,True
ATM-0551,19.080329,72.918255,mock_h3_550,True
ATM-0552,19.068216,72.833643,mock_h3_551,True
ATM-0553,19.134389,72.844094,mock_h3_552,True
ATM-0554,19.088721,72.861814,mock_h3_553,True
ATM-0555,19.09288,72.809706,mock_h3_554,True
ATM-0556,19.055406,72.836037,mock_h3_555,True
ATM-0557,19.05162,72.853189,mock_h3_556,True
ATM-0558,19.054372,72.920719,mock_h3_557,True
ATM-0559,19.095723,72.890128,mock_h3_558,True
ATM-0560,19.054951,72.886679,mock_h3_559,True
ATM-0561,19.090489,72.919545,mock_h3_560,True
ATM-0562,19.17977,72.870131,mock_h3_561,True
ATM-0563,19.119556,72.896523,mock_h3_562,True
ATM-0564,19.059699,72.871839,mock_h3_563,True
ATM-0565,19.136061,72.890268,mock_h3_564,True
ATM-0566,19.055596,72.847862,mock_h3_565,True
ATM-0567,18.974094,72.755059,mock_h3_566,True
ATM-0568,19.025596,72.870286,mock_h3_567,True
ATM-0569,18.98246,72.948137,mock_h3_568,True
ATM-0570,19.058424,72.923311,mock_h3_569,True
ATM-0571,19.076921,72.92527,mock_h3_570,True
ATM-0572,19.159822,72.938807,mock_h3_571,True
ATM-0573,19.092346,72.881433,mock_h3_572,True
ATM-0574,19.065045,72.886866,mock_h3_573,True
ATM-0575,19.11747,72.846117,mock_h3_574,True
ATM-0576,18.965443,72.861196,mock_h3_575,True
ATM-0577,19.087781,72.907789,mock_h3_576,True
ATM-0578,19.114543,72.937194,mock_h3_577,True
ATM-0579,19.002071,72.870028,mock_h3_578,True
ATM-0580,19.133188,72.854491,mock_h3_579,True
ATM-0581,19.092925,72.877026,mock_h3_580,True
ATM-0582,19.055236,72.90706,mock_h3_581,True
ATM-0583,19.107639,72.804807,mock_h3_582,True
ATM-0584,19.189535,72.762191,mock_h3_583,True
ATM-0585,19.085093,72.849473,mock_h3_584,True
ATM-0586,19.088411,72.815964,mock_h3_585,True
ATM-0587,19.053032,72.851593,mock_h3_586,True
ATM-0588,19.033508,72.869611,mock_h3_587,True
ATM-0589,19.117517,72.854338,mock_h3_588,True
ATM-0590,19.033196,72.949623,mock_h3_589,True
ATM-0591,19.079578,72.893337,mock_h3_590,True
ATM-0592,19.052117,72.892024,mock_h3_591,True
ATM-0593,19.099949,72.90811,mock_h3_592,True
ATM-0594,19.092683,72.820058,mock_h3_593,True
ATM-0595,19.127877,72.928956,mock_h3_594,True
ATM-0596,19.050499,72.873212,mock_h3_595,True
ATM-0597,19.062506,72.910524,mock_h3_596,True
ATM-0598,19.027062,72.823407,mock_h3_597,True
ATM-0599,19.053785,72.799312,mock_h3_598,True
ATM-0600,19.094865,72.917894,mock_h3_599,True
ATM-0601,19.113849,72.89582,mock_h3_600,True
ATM-0602,19.029892,72.831897,mock_h3_601,True
ATM-0603,19.11948,72.833517,mock_h3_602,True
ATM-0604,19.143782,72.933272,mock_h3_603,True
ATM-0605,19.096672,72.817529,mock_h3_604,True
ATM-0606,19.16984,72.959134,mock_h3_605,True
ATM-0607,19.037311,72.831969,mock_h3_606,True
ATM-0608,19.013767,72.90892,mock_h3_607,True
ATM-0609,18.987064,72.860569,mock_h3_608,True
ATM-0610,19.150802,72.907159,mock_h3_609,True
ATM-0611,19.108718,72.849794,mock_h3_610,True
ATM-0612,19.073221,72.86886,mock_h3_611,True
ATM-0613,19.089998,72.879046,mock_h3_612,True
ATM-0614,19.019726,72.826891,mock_h3_613,True
ATM-0615,19.198288,72.914041,mock_h3_614,True
ATM-0616,19.082461,72.851339,mock_h3_615,True
ATM-0617,19.08147,72.86557,mock_h3_616,True
ATM-0618,19.112288,72.827283,mock_h3_617,True
ATM-0619,19.10005,72.748883,mock_h3_618,True
ATM-0620,19.087194,72.867449,mock_h3_619,True
ATM-0621,19.036476,72.997631,mock_h3_620,True
ATM-0622,19.099573,72.91623,mock_h3_621,True
ATM-0623,19.170101,72.876037,mock_h3_622,True
ATM-0624,19.143271,72.863855,mock_h3_623,True
ATM-0625,19.155659,72.878123,mock_h3_624,True
ATM-0626,19.050439,72.904356,mock_h3_625,True
ATM-0627,19.02652,72.817959,mock_h3_626,True
ATM-0628,19.069711,72.932716,mock_h3_627,True
ATM-0629,19.078786,72.912769,mock_h3_628,True
ATM-0630,19.13071,72.912909,mock_h3_629,True
ATM-0631,18.991377,72.898924,mock_h3_630,True
ATM-0632,19.152478,72.877981,mock_h3_631,True
ATM-0633,19.0681,72.910643,mock_h3_632,True
ATM-0634,19.054656,72.906591,mock_h3_633,True
ATM-0635,19.025395,72.859298,mock_h3_634,True
ATM-0636,18.993257,72.84832,mock_h3_635,True
ATM-0637,19.117159,72.882093,mock_h3_636,True
ATM-0638,19.079666,72.954451,mock_h3_637,True
ATM-0639,19.011502,72.815045,mock_h3_638,True
ATM-0640,19.011246,72.803624,mock_h3_639,True
ATM-0641,19.059211,72.885238,mock_h3_640,True
ATM-0642,19.159451,72.879544,mock_h3_641,True
ATM-0643,19.06302,72.885667,mock_h3_642,True
ATM-0644,19.000843,72.889198,mock_h3_643,True
ATM-0645,19.063713,72.86584,mock_h3_644,True
ATM-0646,19.062364,72.951493,mock_h3_645,True
ATM-0647,18.941156,72.796955,mock_h3_646,True
ATM-0648,19.073285,72.835575,mock_h3_647,True
ATM-0649,19.064453,72.871837,mock_h3_648,True
ATM-0650,19.11081,72.794841,mock_h3_649,True
ATM-0651,19.168448,72.868207,mock_h3_650,True
ATM-0652,19.132328,72.960074,mock_h3_651,True
ATM-0653,19.062556,72.878044,mock_h3_652,True
ATM-0654,19.020674,72.888535,mock_h3_653,True
ATM-0655,19.204668,72.813992,mock_h3_654,True
ATM-0656,19.078961,72.846182,mock_h3_655,True
ATM-0657,19.076696,72.85824,mock_h3_656,True
ATM-0658,19.074794,72.861114,mock_h3_657,True
ATM-0659,19.085904,72.941082,mock_h3_658,True
ATM-0660,19.068782,72.904885,mock_h3_659,True
ATM-0661,19.047317,72.821427,mock_h3_660,True
ATM-0662,19.048657,72.889325,mock_h3_661,True
ATM-0663,19.074362,72.901911,mock_h3_662,True
ATM-0664,19.048829,72.934007,mock_h3_663,True
ATM-0665,19.040358,72.956027,mock_h3_664,True
ATM-0666,19.081322,72.826245,mock_h3_665,True
ATM-0667,19.063251,72.836457,mock_h3_666,True
ATM-0668,19.1512,72.814121,mock_h3_667,True
ATM-0669,18.943452,72.865299,mock_h3_668,True
ATM-0670,19.130575,72.900318,mock_h3_669,True
ATM-0671,19.138304,72.926367,mock_h3_670,True
ATM-0672,18.97233,72.873202,mock_h3_671,True
ATM-0673,19.058866,72.861008,mock_h3_672,True
ATM-0674,19.057428,72.884588,mock_h3_673,True
ATM-0675,19.005624,72.835243,mock_h3_674,True
ATM-0676,19.037109,72.981477,mock_h3_675,True
ATM-0677,19.020471,72.796617,mock_h3_676,True
ATM-0678,19.163614,72.886237,mock_h3_677,True
ATM-0679,19.122784,72.97818,mock_h3_678,True
ATM-0680,19.139578,72.87734,mock_h3_679,True
ATM-0681,19.112084,72.867498,mock_h3_680,True
ATM-0682,19.019547,72.859128,mock_h3_681,True
ATM-0683,19.049774,72.86798,mock_h3_682,True
ATM-0684,19.100469,72.945642,mock_h3_683,True
ATM-0685,19.014894,72.766407,mock_h3_684,True
ATM-0686,19.11165,72.953672,mock_h3_685,True
ATM-0687,19.063984,72.805802,mock_h3_686,True
ATM-0688,19.057259,72.863667,mock_h3_687,True
ATM-0689,19.111548,72.855538,mock_h3_688,True
ATM-0690,19.098213,72.906428,mock_h3_689,True
ATM-0691,19.057952,72.797094,mock_h3_690,True
ATM-0692,19.133966,72.900109,mock_h3_691,True
ATM-0693,19.021947,72.978215,mock_h3_692,True
ATM-0694,19.106797,72.808841,mock_h3_693,True
ATM-0695,19.105655,72.886485,mock_h3_694,True
ATM-0696,19.060523,72.843901,mock_h3_695,True
ATM-0697,19.092307,72.898294,mock_h3_696,True
ATM-0698,19.013444,72.877957,mock_h3_697,True
ATM-0699,19.122201,72.844926,mock_h3_698,True
ATM-0700,19.066755,72.901394,mock_h3_699,True
ATM-0701,19.049864,72.967217,mock_h3_700,True
ATM-0702,19.12845,72.867455,mock_h3_701,True
ATM-0703,19.040783,72.912988,mock_h3_702,True
ATM-0704,19.005577,72.812336,mock_h3_703,True
ATM-0705,18.998169,72.829178,mock_h3_704,True
ATM-0706,19.1063,72.90062,mock_h3_705,True
ATM-0707,19.011979,72.951206,mock_h3_706,True
ATM-0708,19.16374,72.894781,mock_h3_707,True
ATM-0709,18.971904,72.861347,mock_h3_708,True
ATM-0710,19.160823,72.876965,mock_h3_709,True
ATM-0711,19.086551,72.81448,mock_h3_710,True
ATM-0712,19.071164,72.907226,mock_h3_711,True
ATM-0713,19.048754,72.921117,mock_h3_712,True
ATM-0714,19.095957,72.854395,mock_h3_713,True
ATM-0715,19.074118,72.853498,mock_h3_714,True
ATM-0716,19.131165,72.890294,mock_h3_715,True
ATM-0717,19.081711,72.855164,mock_h3_716,True
ATM-0718,19.083515,72.873693,mock_h3_717,True
ATM-0719,19.057819,72.981986,mock_h3_718,True
ATM-0720,19.073153,72.864649,mock_h3_719,True
ATM-0721,19.09139,72.859083,mock_h3_720,True
ATM-0722,18.990492,72.844623,mock_h3_721,True
ATM-0723,19.008591,72.91421,mock_h3_722,True
ATM-0724,19.113163,72.867939,mock_h3_723,True
ATM-0725,19.084543,72.844531,mock_h3_724,True
ATM-0726,19.066801,72.943065,mock_h3_725,True
ATM-0727,19.076922,72.94798,mock_h3_726,True
ATM-0728,19.093379,72.846979,mock_h3_727,True
ATM-0729,19.049012,72.783673,mock_h3_728,True
ATM-0730,19.037085,72.927376,mock_h3_729,True
ATM-0731,19.085792,72.842769,mock_h3_730,True
ATM-0732,19.027081,72.916531,mock_h3_731,True
ATM-0733,19.096413,72.778495,mock_h3_732,True
ATM-0734,18.990871,72.92163,mock_h3_733,True
ATM-0735,19.127458,72.816441,mock_h3_734,True
ATM-0736,19.09963,72.913538,mock_h3_735,True
ATM-0737,19.088801,72.877714,mock_h3_736,True
ATM-0738,19.125135,72.829303,mock_h3_737,True
ATM-0739,19.159274,72.856648,mock_h3_738,True
ATM-0740,19.126719,72.911316,mock_h3_739,True
ATM-0741,18.983956,72.882295,mock_h3_740,True
ATM-0742,19.012021,72.906221,mock_h3_741,True
ATM-0743,19.044759,72.975822,mock_h3_742,True
ATM-0744,19.077305,72.798788,mock_h3_743,True
ATM-0745,19.101883,72.957861,mock_h3_744,True
ATM-0746,19.039713,72.882218,mock_h3_745,True
ATM-0747,19.085338,72.832061,mock_h3_746,True
ATM-0748,19.038231,72.810484,mock_h3_747,True
ATM-0749,19.045424,72.867544,mock_h3_748,True
ATM-0750,19.005667,72.923083,mock_h3_749,True
ATM-0751,19.029838,72.870623,mock_h3_750,True
ATM-0752,19.008416,72.952558,mock_h3_751,True
ATM-0753,19.027206,72.804441,mock_h3_752,True
ATM-0754,19.128682,72.876396,mock_h3_753,True
ATM-0755,19.02853,72.81438,mock_h3_754,True
ATM-0756,19.207619,72.895182,mock_h3_755,True
ATM-0757,19.100666,72.921344,mock_h3_756,True
ATM-0758,19.085242,72.855962,mock_h3_757,True
ATM-0759,19.033082,72.746789,mock_h3_758,True
ATM-0760,19.111015,72.886947,mock_h3_759,True
ATM-0761,19.047218,72.898837,mock_h3_760,True
ATM-0762,19.0821,72.897215,mock_h3_761,True
ATM-0763,19.204004,72.938789,mock_h3_762,True
ATM-0764,19.071197,72.823447,mock_h3_763,True
ATM-0765,19.133464,72.911011,mock_h3_764,True
ATM-0766,19.040841,72.936625,mock_h3_765,True
ATM-0767,19.074251,72.788071,mock_h3_766,True
ATM-0768,19.16454,72.892983,mock_h3_767,True
ATM-0769,19.044652,72.851791,mock_h3_768,True
ATM-0770,19.166622,72.872924,mock_h3_769,True
ATM-0771,19.111388,72.894384,mock_h3_770,True
ATM-0772,19.047877,72.852639,mock_h3_771,True
ATM-0773,19.10762,72.843215,mock_h3_772,True
ATM-0774,19.124628,72.878708,mock_h3_773,True
ATM-0775,19.10709,72.822638,mock_h3_774,True
ATM-0776,18.997489,72.822709,mock_h3_775,True
ATM-0777,19.039643,72.910969,mock_h3_776,True
ATM-0778,19.063624,72.81956,mock_h3_777,True
ATM-0779,19.072278,72.910316,mock_h3_778,True
ATM-0780,19.107034,72.90013,mock_h3_779,True
ATM-0781,19.084885,72.79071,mock_h3_780,True
ATM-0782,19.009233,72.843122,mock_h3_781,True
ATM-0783,19.09501,72.936705,mock_h3_782,True
ATM-0784,19.106529,72.827942,mock_h3_783,True
ATM-0785,19.10399,72.85378,mock_h3_784,True
ATM-0786,19.130039,72.900103,mock_h3_785,True
ATM-0787,19.117696,72.91617,mock_h3_786,True
ATM-0788,19.098959,72.864423,mock_h3_787,True
ATM-0789,19.072492,72.847124,mock_h3_788,True
ATM-0790,18.992952,72.948118,mock_h3_789,True
ATM-0791,19.097481,72.963945,mock_h3_790,True
ATM-0792,19.086384,72.925943,mock_h3_791,True
ATM-0793,19.089579,72.881266,mock_h3_792,True
ATM-0794,19.012163,72.836587,mock_h3_793,True
ATM-0795,19.021947,72.835478,mock_h3_794,True
ATM-0796,19.128658,72.903126,mock_h3_795,True
ATM-0797,19.074022,72.89792,mock_h3_796,True
ATM-0798,19.110075,72.94708,mock_h3_797,True
ATM-0799,19.077416,72.909523,mock_h3_798,True
ATM-0800,19.077488,72.801846,mock_h3_799,True
ATM-0801,19.122914,72.929597,mock_h3_800,True
ATM-0802,19.050198,72.827097,mock_h3_801,True
ATM-0803,19.080806,72.857801,mock_h3_802,True
ATM-0804,19.052886,72.88951,mock_h3_803,True
ATM-0805,19.054275,72.976783,mock_h3_804,True
ATM-0806,19.060541,73.032496,mock_h3_805,True
ATM-0807,19.087107,72.907336,mock_h3_806,True
ATM-0808,19.052063,72.86784,mock_h3_807,True
ATM-0809,19.138788,72.903725,mock_h3_808,True
ATM-0810,19.03127,72.921383,mock_h3_809,True
ATM-0811,19.066656,72.860967,mock_h3_810,True
ATM-0812,19.054013,72.966761,mock_h3_811,True
ATM-0813,19.148349,72.888504,mock_h3_812,True
ATM-0814,19.085828,72.901887,mock_h3_813,True
ATM-0815,19.127592,72.910296,mock_h3_814,True
ATM-0816,19.001722,72.898079,mock_h3_815,True
ATM-0817,19.089353,72.918947,mock_h3_816,True
ATM-0818,19.120482,72.846137,mock_h3_817,True
ATM-0819,19.080114,72.849085,mock_h3_818,True
ATM-0820,19.129274,72.821992,mock_h3_819,True
ATM-0821,19.050136,72.898975,mock_h3_820,True
ATM-0822,19.146467,72.915947,mock_h3_821,True
ATM-0823,19.190945,72.899889,mock_h3_822,True
ATM-0824,19.057858,72.960725,mock_h3_823,True
ATM-0825,19.053725,72.87672,mock_h3_824,True
ATM-0826,19.148669,72.910437,mock_h3_825,True
ATM-0827,19.154979,72.822415,mock_h3_826,True
ATM-0828,19.049857,72.857645,mock_h3_827,True
ATM-0829,19.054991,72.911777,mock_h3_828,True
ATM-0830,19.061911,72.919455,mock_h3_829,True
ATM-0831,19.008777,72.862302,mock_h3_830,True
ATM-0832,19.030067,72.87342,mock_h3_831,True
ATM-0833,19.025793,72.801106,mock_h3_832,True
ATM-0834,19.03761,72.859149,mock_h3_833,True
ATM-0835,19.074266,72.921519,mock_h3_834,True
ATM-0836,19.087711,72.90576,mock_h3_835,True
ATM-0837,19.153525,72.902033,mock_h3_836,True
ATM-0838,19.026082,72.879489,mock_h3_837,True
ATM-0839,19.125216,72.877353,mock_h3_838,True
ATM-0840,19.065301,72.843984,mock_h3_839,True
ATM-0841,19.073527,72.911941,mock_h3_840,True
ATM-0842,19.109741,72.898049,mock_h3_841,True
ATM-0843,19.019864,72.901601,mock_h3_842,True
ATM-0844,19.09512,72.850698,mock_h3_843,True
ATM-0845,19.084323,72.769333,mock_h3_844,True
ATM-0846,19.100623,72.931858,mock_h3_845,True
ATM-0847,19.090458,72.853058,mock_h3_846,True
ATM-0848,19.198765,72.833861,mock_h3_847,True
ATM-0849,19.044113,72.911674,mock_h3_848,True
ATM-0850,19.04945,72.857399,mock_h3_849,True
ATM-0851,19.044843,72.929997,mock_h3_850,True
ATM-0852,19.048226,72.90785,mock_h3_851,True
ATM-0853,19.044131,72.911178,mock_h3_852,True
ATM-0854,19.135451,72.808702,mock_h3_853,True
ATM-0855,19.147025,72.937597,mock_h3_854,True
ATM-0856,19.047463,72.890063,mock_h3_855,True
ATM-0857,19.034382,72.858536,mock_h3_856,True
ATM-0858,19.099571,72.884169,mock_h3_857,True
ATM-0859,19.048389,72.788188,mock_h3_858,True
ATM-0860,19.107647,72.897433,mock_h3_859,True
ATM-0861,19.086146,72.825531,mock_h3_860,True
ATM-0862,19.000213,72.809366,mock_h3_861,True
ATM-0863,19.153375,72.800882,mock_h3_862,True
ATM-0864,19.165794,72.932634,mock_h3_863,True
ATM-0865,19.045361,72.845537,mock_h3_864,True
ATM-0866,19.056615,72.953686,mock_h3_865,True
ATM-0867,19.090293,72.85021,mock_h3_866,True
ATM-0868,19.092723,72.791632,mock_h3_867,True
ATM-0869,19.108927,72.821174,mock_h3_868,True
ATM-0870,19.17651,72.938791,mock_h3_869,True
ATM-0871,19.067153,72.869205,mock_h3_870,True
ATM-0872,19.036085,72.849586,mock_h3_871,True
ATM-0873,19.007034,72.885001,mock_h3_872,True
ATM-0874,19.039453,72.902089,mock_h3_873,True
ATM-0875,19.074344,72.93287,mock_h3_874,True
ATM-0876,19.165728,72.949425,mock_h3_875,True
ATM-0877,19.050119,72.859012,mock_h3_876,True
ATM-0878,19.087189,72.810698,mock_h3_877,True
ATM-0879,19.075179,72.856327,mock_h3_878,True
ATM-0880,19.13542,72.890014,mock_h3_879,True
ATM-0881,19.202347,72.828812,mock_h3_880,True
ATM-0882,19.049457,72.829142,mock_h3_881,True
ATM-0883,19.051528,72.894189,mock_h3_882,True
ATM-0884,19.128208,72.874567,mock_h3_883,True
ATM-0885,19.110095,72.87864,mock_h3_884,True
ATM-0886,19.168335,72.839075,mock_h3_885,True
ATM-0887,19.105196,72.86548,mock_h3_886,True
ATM-0888,19.058035,72.830788,mock_h3_887,True
ATM-0889,19.105533,72.92151,mock_h3_888,True
ATM-0890,19.131435,72.928762,mock_h3_889,True
ATM-0891,19.117024,72.784691,mock_h3_890,True
ATM-0892,19.101364,72.830524,mock_h3_891,True
ATM-0893,19.129334,72.802174,mock_h3_892,True
ATM-0894,19.134465,72.844499,mock_h3_893,True
ATM-0895,19.145108,72.872828,mock_h3_894,True
ATM-0896,19.108435,72.804518,mock_h3_895,True
ATM-0897,19.067644,72.830907,mock_h3_896,True
ATM-0898,19.083336,72.826802,mock_h3_897,True
ATM-0899,19.136325,72.887363,mock_h3_898,True
ATM-0900,19.035153,72.880467,mock_h3_899,True
ATM-0901,19.094434,72.840913,mock_h3_900,True
ATM-0902,19.056333,72.885841,mock_h3_901,True
ATM-0903,19.077437,72.849666,mock_h3_902,True
ATM-0904,19.139923,72.863417,mock_h3_903,True
ATM-0905,19.085555,72.960673,mock_h3_904,True
ATM-0906,19.078322,72.944023,mock_h3_905,True
ATM-0907,19.008007,72.812021,mock_h3_906,True
ATM-0908,19.113313,72.918487,mock_h3_907,True
ATM-0909,19.108274,72.91757,mock_h3_908,True
ATM-0910,19.184163,72.819587,mock_h3_909,True
ATM-0911,19.060611,72.917939,mock_h3_910,True
ATM-0912,19.086958,72.953897,mock_h3_911,True
ATM-0913,19.088469,72.820873,mock_h3_912,True
ATM-0914,19.154873,72.831125,mock_h3_913,True
ATM-0915,19.071235,72.927883,mock_h3_914,True
ATM-0916,19.089951,72.890575,mock_h3_915,True
ATM-0917,19.106395,72.904574,mock_h3_916,True
ATM-0918,19.08533,72.894029,mock_h3_917,True
ATM-0919,19.053678,72.896535,mock_h3_918,True
ATM-0920,19.085704,72.810676,mock_h3_919,True
ATM-0921,19.129682,72.929366,mock_h3_920,True
ATM-0922,19.024674,72.935479,mock_h3_921,True
ATM-0923,19.082648,72.86553,mock_h3_922,True
ATM-0924,19.040994,72.874826,mock_h3_923,True
ATM-0925,19.135752,72.800445,mock_h3_924,True
ATM-0926,18.999841,72.902713,mock_h3_925,True
ATM-0927,19.048054,72.905603,mock_h3_926,True
ATM-0928,19.094861,72.87389,mock_h3_927,True
ATM-0929,19.154276,72.933218,mock_h3_928,True
ATM-0930,19.072712,72.860296,mock_h3_929,True
ATM-0931,19.04824,72.90523,mock_h3_930,True
ATM-0932,19.170058,72.826017,mock_h3_931,True
ATM-0933,19.003599,72.875822,mock_h3_932,True
ATM-0934,18.96606,72.868282,mock_h3_933,True
ATM-0935,19.098001,72.888265,mock_h3_934,True
ATM-0936,19.050897,72.858524,mock_h3_935,True
ATM-0937,19.024938,72.870426,mock_h3_936,True
ATM-0938,19.111418,72.918302,mock_h3_937,True
ATM-0939,19.08819,72.855162,mock_h3_938,True
ATM-0940,19.047796,72.796671,mock_h3_939,True
ATM-0941,19.011985,72.964479,mock_h3_940,True
ATM-0942,19.119623,72.946073,mock_h3_941,True
ATM-0943,19.10851,72.812387,mock_h3_942,True
ATM-0944,19.071041,72.911485,mock_h3_943,True
ATM-0945,19.168332,72.851851,mock_h3_944,True
ATM-0946,19.022496,72.890174,mock_h3_945,True
ATM-0947,18.999724,72.891711,mock_h3_946,True
ATM-0948,19.041405,72.86528,mock_h3_947,True
ATM-0949,19.073721,72.837812,mock_h3_948,True
ATM-0950,19.088167,72.842473,mock_h3_949,True
ATM-0951,19.063938,72.83119,mock_h3_950,True
ATM-0952,19.093603,72.835409,mock_h3_951,True
ATM-0953,19.013423,72.873641,mock_h3_952,True
ATM-0954,19.148188,72.841212,mock_h3_953,True
ATM-0955,19.071892,72.911103,mock_h3_954,True
ATM-0956,19.131865,72.951362,mock_h3_955,True
ATM-0957,19.093136,72.847997,mock_h3_956,True
ATM-0958,19.098838,72.88897,mock_h3_957,True
ATM-0959,19.104488,72.901984,mock_h3_958,True
ATM-0960,19.098385,72.9006,mock_h3_959,True
ATM-0961,19.108136,72.880798,mock_h3_960,True
ATM-0962,19.142458,72.914134,mock_h3_961,True
ATM-0963,19.085826,72.901112,mock_h3_962,True
ATM-0964,19.11145,72.815117,mock_h3_963,True
ATM-0965,19.071513,72.920458,mock_h3_964,True
ATM-0966,19.148006,72.921365,mock_h3_965,True
ATM-0967,19.04218,72.838836,mock_h3_966,True
ATM-0968,19.166047,72.878897,mock_h3_967,True
ATM-0969,19.073992,72.911166,mock_h3_968,True
ATM-0970,19.004461,72.866534,mock_h3_969,True
ATM-0971,19.082405,72.930649,mock_h3_970,True
ATM-0972,19.041947,72.995194,mock_h3_971,True
ATM-0973,19.118032,72.837701,mock_h3_972,True
ATM-0974,19.043369,72.807948,mock_h3_973,True
ATM-0975,19.053691,72.892191,mock_h3_974,True
ATM-0976,18.981523,72.913078,mock_h3_975,True
ATM-0977,19.053385,72.865457,mock_h3_976,True
ATM-0978,18.954806,72.949663,mock_h3_977,True
ATM-0979,18.996805,72.81007,mock_h3_978,True
ATM-0980,19.114021,72.911646,mock_h3_979,True
ATM-0981,19.11529,72.846707,mock_h3_980,True
ATM-0982,19.097273,72.962969,mock_h3_981,True
ATM-0983,19.027651,72.976626,mock_h3_982,True
ATM-0984,19.073614,72.838667,mock_h3_983,True
ATM-0985,19.07582,72.849522,mock_h3_984,True
ATM-0986,19.018082,72.919979,mock_h3_985,True
ATM-0987,19.15117,72.857643,mock_h3_986,True
ATM-0988,19.119868,72.874729,mock_h3_987,True
ATM-0989,19.064952,72.878269,mock_h3_988,True
ATM-0990,19.077344,72.781016,mock_h3_989,True
ATM-0991,19.086419,72.876308,mock_h3_990,True
ATM-0992,18.973913,72.842514,mock_h3_991,True
ATM-0993,19.063641,72.852344,mock_h3_992,True
ATM-0994,19.041901,72.949182,mock_h3_993,True
ATM-0995,19.025919,72.814175,mock_h3_994,True
ATM-0996,19.061945,72.91766,mock_h3_995,True
ATM-0997,19.165884,72.863052,mock_h3_996,True
ATM-0998,19.108042,72.863012,mock_h3_997,True
ATM-0999,19.047441,72.916519,mock_h3_998,True
ATM-1000,19.104629,72.894003,mock_h3_999,True
ATM-1001,19.145968,72.905531,mock_h3_1000,True
ATM-1002,19.122232,72.925409,mock_h3_1001,True
ATM-1003,19.078982,72.860435,mock_h3_1002,True
ATM-1004,19.043653,72.846388,mock_h3_1003,True
ATM-1005,19.110911,72.822742,mock_h3_1004,True
ATM-1006,19.095674,72.835729,mock_h3_1005,True
ATM-1007,19.12076,73.024455,mock_h3_1006,True
ATM-1008,19.107759,72.939234,mock_h3_1007,True
ATM-1009,19.128478,72.809446,mock_h3_1008,True
ATM-1010,19.049238,72.810877,mock_h3_1009,True
ATM-1011,19.14187,72.901093,mock_h3_1010,True
ATM-1012,19.08588,72.904363,mock_h3_1011,True
ATM-1013,19.179763,72.904444,mock_h3_1012,True
ATM-1014,19.041541,72.864252,mock_h3_1013,True
ATM-1015,19.162798,72.870727,mock_h3_1014,True
ATM-1016,19.085896,72.893394,mock_h3_1015,True
ATM-1017,19.043429,72.881295,mock_h3_1016,True
ATM-1018,19.051806,72.766035,mock_h3_1017,True
ATM-1019,19.059983,72.86551,mock_h3_1018,True
ATM-1020,19.097208,72.83443,mock_h3_1019,True
ATM-1021,19.102142,72.885761,mock_h3_1020,True
ATM-1022,19.047315,73.026263,mock_h3_1021,True
ATM-1023,19.074782,72.895374,mock_h3_1022,True
ATM-1024,19.183114,72.861324,mock_h3_1023,True
ATM-1025,19.162377,72.92309,mock_h3_1024,True
ATM-1026,19.097816,72.901134,mock_h3_1025,True
ATM-1027,19.0779,72.898005,mock_h3_1026,True
ATM-1028,19.082002,72.907343,mock_h3_1027,True
ATM-1029,19.106676,72.979827,mock_h3_1028,True
ATM-1030,19.02486,72.820456,mock_h3_1029,True
ATM-1031,19.063131,72.900682,mock_h3_1030,True
ATM-1032,18.992571,72.830681,mock_h3_1031,True
ATM-1033,19.095961,72.904776,mock_h3_1032,True
