case_id,account_id,fraud_amount,timestamp,is_synthetic
C11121,ACC-05958,9524.41,2026-08-19 09:00:00,True
C11122,ACC-00141,10584.87,2026-09-03 10:00:00,True
C11123,ACC-04084,12317.86,2026-09-09 14:00:00,True
C11124,ACC-05673,8584.06,2026-09-04 08:00:00,True
C11125,ACC-01207,89724.14,2026-09-02 16:00:00,True
C11126,ACC-02071,12039.02,2026-08-20 22:00:00,True
C11127,ACC-03881,46855.57,2026-09-09 16:00:00,True
C11128,ACC-07671,14453.22,2026-09-08 20:00:00,True
C11129,ACC-03728,13879.78,2026-08-20 01:00:00,True
C11130,ACC-04921,8655.91,2026-09-07 00:00:00,True
C11131,ACC-04879,8655.71,2026-08-22 11:00:00,True
C11132,ACC-00635,10587.9,2026-09-04 16:00:00,True
C11133,ACC-00677,12093.37,2026-09-07 19:00:00,True
C11134,ACC-00717,14812.52,2026-09-04 08:00:00,True
C11135,ACC-02014,56192.85,2026-09-02 19:00:00,True
C11136,ACC-02118,13295.6,2026-08-24 20:00:00,True
C11137,ACC-03331,10319.04,2026-08-25 14:00:00,True
C11138,ACC-02519,13994.51,2026-08-14 19:00:00,True
C11139,ACC-05818,8681.46,2026-08-26 17:00:00,True
C11140,ACC-06966,13087.96,2026-08-19 14:00:00,True
C11141,ACC-05213,13919.03,2026-09-08 06:00:00,True
C11142,ACC-04995,5801.7,2026-08-27 10:00:00,True
C11143,ACC-05252,14582.57,2026-09-05 03:00:00,True
C11144,ACC-05734,6647.66,2026-09-08 09:00:00,True
C11145,ACC-01578,6479.54,2026-09-06 14:00:00,True
C11146,ACC-02416,10206.88,2026-09-06 06:00:00,True
C11147,ACC-04434,7931.69,2026-08-21 12:00:00,True
C11148,ACC-00551,14317.21,2026-08-19 19:00:00,True
C11149,ACC-01054,9201.3,2026-08-26 01:00:00,True
C11150,ACC-01966,5214.82,2026-08-17 16:00:00,True
C11151,ACC-01967,5220.37,2026-09-04 10:00:00,True
C11152,ACC-02551,13349.48,2026-08-16 05:00:00,True
C11153,ACC-02743,33309.05,2026-08-24 16:00:00,True
C11154,ACC-03955,10353.17,2026-09-04 14:00:00,True
C11155,ACC-04090,43644.55,2026-09-05 07:00:00,True
C11156,ACC-05536,11668.88,2026-08-31 18:00:00,True
C11157,ACC-00609,12285.44,2026-08-15 18:00:00,True
C11158,ACC-00440,11891.47,2026-08-27 02:00:00,True
C11159,ACC-01130,14001.74,2026-08-17 21:00:00,True
C11160,ACC-05781,10509.6,2026-09-05 15:00:00,True
C11161,ACC-02671,92675.76,2026-09-01 12:00:00,True
C11162,ACC-00157,6479.46,2026-08-30 00:00:00,True
C11163,ACC-04160,8696.3,2026-08-13 23:00:00,True
C11164,ACC-03567,7846.5,2026-08-30 12:00:00,True
C11165,ACC-00382,14775.24,2026-08-30 03:00:00,True
C11166,ACC-05913,5875.99,2026-08-13 19:00:00,True
C11167,ACC-01007,64465.11,2026-08-17 22:00:00,True
C11168,ACC-04982,12552.44,2026-08-18 18:00:00,True
C11169,ACC-07506,6860.06,2026-09-06 06:00:00,True
C11170,ACC-03718,10538.67,2026-08-29 03:00:00,True
C11171,ACC-05245,13345.85,2026-09-09 03:00:00,True
C11172,ACC-03799,10592.81,2026-08-31 21:00:00,True
C11173,ACC-00177,5268.4,2026-08-27 05:00:00,True
C11174,ACC-02301,7626.77,2026-09-10 08:00:00,True
C11175,ACC-02760,24680.83,2026-08-20 16:00:00,True
C11176,ACC-00455,13783.17,2026-08-30 22:00:00,True
C11177,ACC-05894,6633.09,2026-09-06 01:00:00,True
C11178,ACC-06032,9195.14,2026-09-02 01:00:00,True
C11179,ACC-06958,82304.63,2026-08-30 11:00:00,True
C11180,ACC-06711,14209.07,2026-08-28 02:00:00,True
C11181,ACC-00425,7178.76,2026-09-05 09:00:00,True
C11182,ACC-05151,13315.74,2026-08-25 05:00:00,True
C11183,ACC-00723,11134.28,2026-08-15 19:00:00,True
C11184,ACC-01042,13460.7,2026-08-14 20:00:00,True
C11185,ACC-06300,12022.65,2026-08-18 19:00:00,True
C11186,ACC-07292,9173.46,2026-08-16 09:00:00,True
C11187,ACC-01012,13188.45,2026-09-08 09:00:00,True
C11188,ACC-06466,8482.1,2026-09-09 21:00:00,True
C11189,ACC-01840,6390.14,2026-08-19 01:00:00,True
C11190,ACC-04969,10231.21,2026-08-26 17:00:00,True
C11191,ACC-05547,12098.95,2026-08-31 07:00:00,True
C11192,ACC-01970,13145.74,2026-09-09 13:00:00,True
C11193,ACC-01856,13568.15,2026-09-03 08:00:00,True
C11194,ACC-02828,7265.74,2026-09-05 14:00:00,True
C11195,ACC-01063,6302.18,2026-09-06 06:00:00,True
C11196,ACC-05075,11908.18,2026-09-07 23:00:00,True
C11197,ACC-07922,5777.35,2026-08-16 09:00:00,True
C11198,ACC-01572,12573.34,2026-08-16 21:00:00,True
C11199,ACC-05513,6078.17,2026-09-09 06:00:00,True
C11200,ACC-05951,10134.79,2026-08-15 15:00:00,True
C11201,ACC-00379,6189.22,2026-09-08 21:00:00,True
C11202,ACC-06728,5662.47,2026-09-02 11:00:00,True
C11203,ACC-02591,12545.5,2026-08-20 12:00:00,True
C11204,ACC-03031,93638.17,2026-08-16 09:00:00,True
C11205,ACC-03618,9747.16,2026-08-13 14:00:00,True
C11206,ACC-02514,6851.26,2026-08-18 18:00:00,True
C11207,ACC-07645,6808.49,2026-08-20 09:00:00,True
C11208,ACC-00416,9240.92,2026-08-30 00:00:00,True
C11209,ACC-01890,9075.78,2026-08-25 05:00:00,True
C11210,ACC-04334,6236.15,2026-08-17 02:00:00,True
C11211,ACC-04753,6359.12,2026-09-06 20:00:00,True
C11212,ACC-04778,12047.31,2026-08-17 01:00:00,True
C11213,ACC-05776,5406.09,2026-08-23 13:00:00,True
C11214,ACC-07963,84194.91,2026-08-30 21:00:00,True
C11215,ACC-03623,6792.97,2026-08-20 01:00:00,True
C11216,ACC-01256,11720.95,2026-08-19 21:00:00,True
C11217,ACC-03314,10226.62,2026-08-28 22:00:00,True
C11218,ACC-00684,42281.47,2026-08-20 10:00:00,True
C11219,ACC-01941,10936.5,2026-08-18 18:00:00,True
C11220,ACC-06574,14432.25,2026-08-16 16:00:00,True
C11221,ACC-01045,11666.77,2026-08-29 21:00:00,True
C11222,ACC-03640,10114.15,2026-08-28 21:00:00,True
C11223,ACC-03408,6080.37,2026-09-05 22:00:00,True
C11224,ACC-07968,9972.74,2026-09-01 21:00:00,True
C11225,ACC-02871,5297.24,2026-08-21 08:00:00,True
C11226,ACC-02126,13303.12,2026-08-18 11:00:00,True
C11227,ACC-07617,5267.49,2026-08-25 15:00:00,True
C11228,ACC-06088,30759.06,2026-09-05 00:00:00,True
C11229,ACC-07783,9874.55,2026-08-19 00:00:00,True
C11230,ACC-03533,11750.25,2026-09-06 18:00:00,True
C11231,ACC-00421,11853.74,2026-08-19 19:00:00,True
C11232,ACC-06330,9759.11,2026-08-22 21:00:00,True
C11233,ACC-07626,10066.85,2026-08-14 07:00:00,True
C11234,ACC-06666,9946.91,2026-08-29 04:00:00,True
C11235,ACC-07951,11764.88,2026-08-28 17:00:00,True
C11236,ACC-03736,8204.83,2026-08-17 03:00:00,True
C11237,ACC-04764,24515.94,2026-09-09 18:00:00,True
C11238,ACC-02321,7346.22,2026-09-03 05:00:00,True
C11239,ACC-03984,5849.42,2026-08-31 18:00:00,True
C11240,ACC-05205,13689.4,2026-08-19 10:00:00,True
C11241,ACC-02266,6697.79,2026-09-07 02:00:00,True
C11242,ACC-04176,5373.78,2026-08-24 02:00:00,True
C11243,ACC-05505,10680.49,2026-08-19 23:00:00,True
C11244,ACC-07785,5204.02,2026-08-28 04:00:00,True
C11245,ACC-06390,5222.36,2026-08-25 18:00:00,True
C11246,ACC-06287,46947.04,2026-08-31 00:00:00,True
C11247,ACC-06645,88221.97,2026-09-07 18:00:00,True
C11248,ACC-00389,12266.15,2026-08-27 18:00:00,True
C11249,ACC-01855,7006.48,2026-09-08 20:00:00,True
C11250,ACC-02434,7403.74,2026-08-27 08:00:00,True
C11251,ACC-00580,12655.3,2026-08-17 15:00:00,True
C11252,ACC-02339,9102.6,2026-08-13 23:00:00,True
C11253,ACC-01190,11339.27,2026-08-14 10:00:00,True
C11254,ACC-07817,7669.35,2026-08-13 23:00:00,True
C11255,ACC-05573,6605.84,2026-08-31 16:00:00,True
C11256,ACC-04481,42221.76,2026-08-19 17:00:00,True
C11257,ACC-07373,11442.94,2026-08-24 07:00:00,True
C11258,ACC-07132,45072.83,2026-09-08 13:00:00,True
C11259,ACC-02790,77253.7,2026-08-14 18:00:00,True
C11260,ACC-00676,5210.74,2026-08-15 03:00:00,True
C11261,ACC-05302,13414.73,2026-08-22 11:00:00,True
C11262,ACC-06615,11906.82,2026-08-20 11:00:00,True
C11263,ACC-00145,7396.76,2026-08-15 15:00:00,True
C11264,ACC-01483,8092.69,2026-08-24 00:00:00,True
C11265,ACC-06710,14031.57,2026-08-19 01:00:00,True
C11266,ACC-01589,10349.11,2026-08-20 09:00:00,True
C11267,ACC-02197,8884.71,2026-09-02 22:00:00,True
C11268,ACC-04897,8008.88,2026-08-29 04:00:00,True
C11269,ACC-03750,7974.23,2026-08-15 05:00:00,True
C11270,ACC-07632,14158.91,2026-08-14 07:00:00,True
C11271,ACC-04262,13794.67,2026-08-21 02:00:00,True
C11272,ACC-07523,9062.89,2026-08-16 16:00:00,True
C11273,ACC-04096,13664.45,2026-09-09 04:00:00,True
C11274,ACC-06983,9710.91,2026-08-14 21:00:00,True
C11275,ACC-01698,12173.86,2026-08-28 02:00:00,True
C11276,ACC-07311,13244.01,2026-08-15 09:00:00,True
C11277,ACC-01527,10063.35,2026-08-19 04:00:00,True
C11278,ACC-00935,11021.16,2026-08-29 23:00:00,True
C11279,ACC-02839,12377.86,2026-08-14 19:00:00,True
C11280,ACC-07911,61309.27,2026-08-26 14:00:00,True
C11281,ACC-07225,12631.63,2026-08-16 16:00:00,True
C11282,ACC-07546,11857.53,2026-08-13 17:00:00,True
C11283,ACC-01128,9514.9,2026-08-16 02:00:00,True
C11284,ACC-02947,6335.1,2026-08-13 13:00:00,True
C11285,ACC-04471,10930.2,2026-09-04 15:00:00,True
C11286,ACC-05494,6986.64,2026-08-31 03:00:00,True
C11287,ACC-06393,6818.89,2026-08-28 01:00:00,True
C11288,ACC-02724,7244.87,2026-08-28 18:00:00,True
C11289,ACC-07536,42637.38,2026-09-09 19:00:00,True
C11290,ACC-00853,9183.31,2026-08-20 06:00:00,True
C11291,ACC-00489,5287.73,2026-08-28 08:00:00,True
C11292,ACC-02899,11176.8,2026-09-02 05:00:00,True
C11293,ACC-03874,10829.03,2026-09-03 01:00:00,True
C11294,ACC-01787,57674.59,2026-08-20 22:00:00,True
C11295,ACC-05869,90154.91,2026-08-29 17:00:00,True
C11296,ACC-06553,10169.73,2026-08-22 04:00:00,True
C11297,ACC-02665,8155.43,2026-08-28 07:00:00,True
C11298,ACC-05149,10556.75,2026-08-26 08:00:00,True
C11299,ACC-06836,12982.2,2026-08-19 16:00:00,True
C11300,ACC-04835,6486.21,2026-09-09 06:00:00,True
C11301,ACC-04206,59439.08,2026-09-03 07:00:00,True
C11302,ACC-05451,13668.79,2026-08-13 13:00:00,True
C11303,ACC-06631,5935.78,2026-09-07 01:00:00,True
C11304,ACC-03885,6806.55,2026-08-14 03:00:00,True
C11305,ACC-06936,10087.38,2026-09-04 13:00:00,True
C11306,ACC-05578,13908.95,2026-09-01 18:00:00,True
C11307,ACC-06876,10835.47,2026-08-23 06:00:00,True
C11308,ACC-04413,12668.48,2026-09-09 20:00:00,True
C11309,ACC-03594,14204.13,2026-09-04 23:00:00,True
C11310,ACC-07123,11769.09,2026-09-02 21:00:00,True
C11311,ACC-06248,7842.81,2026-08-31 12:00:00,True
C11312,ACC-06471,8941.7,2026-08-20 09:00:00,True
C11313,ACC-05596,13369.77,2026-08-23 09:00:00,True
C11314,ACC-03946,5810.63,2026-09-06 12:00:00,True
C11315,ACC-05994,11595.39,2026-08-14 14:00:00,True
C11316,ACC-04416,14552.02,2026-08-26 16:00:00,True
C11317,ACC-01833,24442.8,2026-08-21 15:00:00,True
C11318,ACC-02791,14519.0,2026-09-07 19:00:00,True
C11319,ACC-02780,8988.58,2026-08-29 10:00:00,True
C11320,ACC-05576,14650.49,2026-09-05 05:00:00,True
C11321,ACC-03319,5891.88,2026-08-14 00:00:00,True
C11322,ACC-01669,6629.41,2026-08-14 06:00:00,True
C11323,ACC-03385,7849.36,2026-08-17 00:00:00,True
C11324,ACC-06059,6541.35,2026-08-16 16:00:00,True
C11325,ACC-02159,13011.0,2026-08-31 21:00:00,True
C11326,ACC-03722,14037.34,2026-08-18 03:00:00,True
C11327,ACC-03530,77090.84,2026-08-22 08:00:00,True
C11328,ACC-03725,11295.6,2026-08-25 20:00:00,True
C11329,ACC-06817,57172.52,2026-08-25 10:00:00,True
C11330,ACC-05638,93448.95,2026-08-17 18:00:00,True
C11331,ACC-07569,7110.68,2026-08-16 07:00:00,True
C11332,ACC-00137,14821.86,2026-09-07 13:00:00,True
C11333,ACC-05854,6063.31,2026-09-01 15:00:00,True
C11334,ACC-07258,5058.47,2026-08-24 12:00:00,True
C11335,ACC-00364,6717.35,2026-09-07 12:00:00,True
C11336,ACC-06079,11918.06,2026-08-25 22:00:00,True
C11337,ACC-00482,92193.23,2026-08-13 15:00:00,True
C11338,ACC-00694,9452.66,2026-08-17 14:00:00,True
C11339,ACC-06886,5196.28,2026-08-25 21:00:00,True
C11340,ACC-00206,7426.3,2026-08-26 18:00:00,True
C11341,ACC-00406,13294.51,2026-08-31 18:00:00,True
C11342,ACC-01786,8338.5,2026-08-29 11:00:00,True
C11343,ACC-02119,13476.3,2026-09-06 16:00:00,True
C11344,ACC-03004,13486.16,2026-08-27 23:00:00,True
C11345,ACC-00726,10958.4,2026-08-17 18:00:00,True
C11346,ACC-04227,5370.17,2026-08-24 03:00:00,True
C11347,ACC-04475,10133.56,2026-08-28 21:00:00,True
C11348,ACC-06358,14352.81,2026-08-17 17:00:00,True
C11349,ACC-05655,7319.06,2026-08-14 21:00:00,True
C11350,ACC-05367,5190.2,2026-09-08 20:00:00,True
C11351,ACC-03079,10532.56,2026-08-23 02:00:00,True
C11352,ACC-03971,9171.37,2026-09-01 16:00:00,True
C11353,ACC-05569,42596.58,2026-08-26 09:00:00,True
C11354,ACC-00211,11670.56,2026-08-18 10:00:00,True
C11355,ACC-06753,25093.25,2026-09-06 07:00:00,True
C11356,ACC-02130,11175.63,2026-08-28 09:00:00,True
C11357,ACC-03113,7240.96,2026-09-06 19:00:00,True
C11358,ACC-01273,12848.86,2026-09-02 02:00:00,True
C11359,ACC-05606,49098.95,2026-08-17 11:00:00,True
C11360,ACC-01114,6229.83,2026-08-15 08:00:00,True
C11361,ACC-00110,48941.95,2026-09-03 22:00:00,True
C11362,ACC-02306,6455.84,2026-09-09 22:00:00,True
C11363,ACC-04594,13062.47,2026-09-09 14:00:00,True
C11364,ACC-01550,8383.04,2026-09-08 10:00:00,True
C11365,ACC-02298,9340.72,2026-08-29 07:00:00,True
C11366,ACC-00588,11601.76,2026-08-29 11:00:00,True
C11367,ACC-07444,63263.22,2026-08-21 08:00:00,True
C11368,ACC-00549,10116.72,2026-09-04 10:00:00,True
C11369,ACC-00448,8407.09,2026-08-31 20:00:00,True
C11370,ACC-04109,40780.52,2026-08-21 07:00:00,True
C11371,ACC-07194,6238.13,2026-08-25 01:00:00,True
C11372,ACC-06825,14413.43,2026-08-16 16:00:00,True
C11373,ACC-00806,10724.35,2026-08-27 03:00:00,True
C11374,ACC-01528,8389.8,2026-09-09 22:00:00,True
C11375,ACC-02082,14890.0,2026-09-02 13:00:00,True
C11376,ACC-01048,13943.39,2026-08-22 14:00:00,True
C11377,ACC-00679,10332.89,2026-08-20 15:00:00,True
C11378,ACC-02445,8503.37,2026-08-22 05:00:00,True
C11379,ACC-01727,12847.89,2026-08-31 15:00:00,True
C11380,ACC-00691,11724.34,2026-08-18 18:00:00,True
C11381,ACC-03229,10196.67,2026-08-19 00:00:00,True
C11382,ACC-00686,8278.47,2026-09-03 09:00:00,True
C11383,ACC-05036,13228.43,2026-08-23 06:00:00,True
C11384,ACC-00008,5979.88,2026-08-29 22:00:00,True
C11385,ACC-07009,58781.15,2026-08-18 23:00:00,True
C11386,ACC-02833,14680.32,2026-08-27 08:00:00,True
C11387,ACC-06116,6180.58,2026-08-24 20:00:00,True
C11388,ACC-05025,9733.56,2026-09-03 22:00:00,True
C11389,ACC-00627,14440.7,2026-08-18 07:00:00,True
C11390,ACC-07390,11016.0,2026-08-30 09:00:00,True
C11391,ACC-03098,6208.66,2026-08-28 09:00:00,True
C11392,ACC-04021,5402.82,2026-08-23 03:00:00,True
C11393,ACC-00854,8714.67,2026-09-06 09:00:00,True
C11394,ACC-03051,7939.81,2026-08-30 03:00:00,True
C11395,ACC-00592,6421.4,2026-09-10 08:00:00,True
C11396,ACC-06721,5486.51,2026-08-22 23:00:00,True
C11397,ACC-02993,80934.3,2026-09-01 03:00:00,True
C11398,ACC-07054,6489.83,2026-08-19 22:00:00,True
C11399,ACC-03020,83692.7,2026-08-18 02:00:00,True
C11400,ACC-06014,10610.44,2026-08-19 03:00:00,True
C11401,ACC-06511,10593.53,2026-09-06 16:00:00,True
C11402,ACC-05828,88771.87,2026-09-03 17:00:00,True
C11403,ACC-01427,7571.78,2026-08-31 00:00:00,True
C11404,ACC-01174,10417.79,2026-09-07 09:00:00,True
C11405,ACC-03703,40634.74,2026-09-01 08:00:00,True
C11406,ACC-01165,25236.66,2026-08-15 09:00:00,True
C11407,ACC-03060,11335.41,2026-09-09 23:00:00,True
C11408,ACC-06805,10540.75,2026-09-10 04:00:00,True
C11409,ACC-01902,6015.09,2026-08-22 15:00:00,True
C11410,ACC-02511,11515.51,2026-08-16 19:00:00,True
C11411,ACC-02198,10682.46,2026-09-06 03:00:00,True
C11412,ACC-02834,13462.78,2026-08-27 10:00:00,True
C11413,ACC-06907,12828.82,2026-08-25 06:00:00,True
C11414,ACC-02208,27177.21,2026-09-06 01:00:00,True
C11415,ACC-07850,13304.98,2026-08-19 09:00:00,True
C11416,ACC-01160,14988.21,2026-08-17 19:00:00,True
C11417,ACC-06689,48239.58,2026-08-28 06:00:00,True
C11418,ACC-07880,35501.62,2026-08-15 00:00:00,True
C11419,ACC-00530,11721.76,2026-08-17 18:00:00,True
C11420,ACC-02944,6755.29,2026-08-21 18:00:00,True
C11421,ACC-07577,12459.73,2026-08-23 08:00:00,True
C11422,ACC-07161,14335.63,2026-09-06 04:00:00,True
C11423,ACC-03424,13810.03,2026-08-14 05:00:00,True
C11424,ACC-00943,6918.52,2026-08-18 04:00:00,True
C11425,ACC-04019,14919.51,2026-08-20 12:00:00,True
C11426,ACC-01721,99221.17,2026-08-18 15:00:00,True
C11427,ACC-07896,9238.2,2026-09-02 14:00:00,True
C11428,ACC-03145,95483.81,2026-09-08 05:00:00,True
C11429,ACC-04824,11195.67,2026-08-16 17:00:00,True
C11430,ACC-01358,11253.49,2026-08-17 09:00:00,True
C11431,ACC-06870,5855.35,2026-08-23 09:00:00,True
C11432,ACC-03293,8773.95,2026-09-09 11:00:00,True
C11433,ACC-05322,80157.07,2026-08-13 14:00:00,True
C11434,ACC-07921,12874.75,2026-09-02 17:00:00,True
C11435,ACC-00776,9534.11,2026-08-22 12:00:00,True
C11436,ACC-06938,13799.38,2026-08-26 23:00:00,True
C11437,ACC-00223,8396.16,2026-08-22 09:00:00,True
C11438,ACC-07015,90817.75,2026-08-20 12:00:00,True
C11439,ACC-04272,6474.09,2026-08-17 08:00:00,True
C11440,ACC-01705,8429.0,2026-08-31 17:00:00,True
C11441,ACC-05646,10176.81,2026-08-30 12:00:00,True
C11442,ACC-06010,6446.0,2026-08-19 15:00:00,True
C11443,ACC-07814,13191.84,2026-09-02 20:00:00,True
C11444,ACC-03939,9220.61,2026-08-24 11:00:00,True
C11445,ACC-03846,11405.55,2026-09-04 06:00:00,True
C11446,ACC-06963,8415.52,2026-09-04 10:00:00,True
C11447,ACC-00606,11947.82,2026-08-19 21:00:00,True
C11448,ACC-07317,11924.14,2026-08-26 17:00:00,True
C11449,ACC-01764,48792.74,2026-08-13 18:00:00,True
C11450,ACC-00422,6978.25,2026-09-10 06:00:00,True
C11451,ACC-03814,13853.82,2026-09-05 05:00:00,True
C11452,ACC-04577,8398.17,2026-08-18 07:00:00,True
C11453,ACC-00793,6785.41,2026-08-24 05:00:00,True
C11454,ACC-07841,13428.81,2026-09-10 07:00:00,True
C11455,ACC-00378,24260.72,2026-09-07 12:00:00,True
C11456,ACC-03995,13728.51,2026-08-16 04:00:00,True
C11457,ACC-07913,14683.84,2026-08-13 20:00:00,True
C11458,ACC-06087,12272.99,2026-08-26 06:00:00,True
C11459,ACC-06126,12909.97,2026-08-15 21:00:00,True
C11460,ACC-01837,6674.34,2026-08-22 10:00:00,True
C11461,ACC-05768,12511.36,2026-08-28 16:00:00,True
C11462,ACC-05256,10188.92,2026-08-29 21:00:00,True
C11463,ACC-02777,12124.87,2026-09-05 02:00:00,True
C11464,ACC-06931,66716.98,2026-08-24 14:00:00,True
C11465,ACC-04034,11211.26,2026-08-26 20:00:00,True
C11466,ACC-04546,9675.51,2026-08-27 22:00:00,True
C11467,ACC-05239,13045.04,2026-08-28 01:00:00,True
C11468,ACC-03866,68322.72,2026-08-31 04:00:00,True
C11469,ACC-05115,12398.21,2026-09-05 14:00:00,True
C11470,ACC-03092,12700.76,2026-09-02 12:00:00,True
C11471,ACC-00542,12831.28,2026-09-01 01:00:00,True
C11472,ACC-06102,13218.61,2026-08-29 00:00:00,True
C11473,ACC-04596,5118.91,2026-08-16 16:00:00,True
C11474,ACC-02147,14892.75,2026-08-20 20:00:00,True
C11475,ACC-03817,7275.78,2026-09-06 00:00:00,True
C11476,ACC-04844,7098.75,2026-08-17 13:00:00,True
C11477,ACC-00791,10870.04,2026-09-02 20:00:00,True
C11478,ACC-07275,12225.1,2026-08-23 22:00:00,True
C11479,ACC-03633,12919.15,2026-08-27 02:00:00,True
C11480,ACC-01852,82828.62,2026-08-31 06:00:00,True
C11481,ACC-07610,14772.43,2026-09-06 08:00:00,True
C11482,ACC-01414,20883.77,2026-08-30 18:00:00,True
C11483,ACC-04838,8911.05,2026-08-30 23:00:00,True
C11484,ACC-03185,10364.53,2026-09-07 08:00:00,True
C11485,ACC-03391,5687.63,2026-08-25 13:00:00,True
C11486,ACC-02507,6299.32,2026-08-14 06:00:00,True
C11487,ACC-05492,43032.94,2026-09-04 03:00:00,True
C11488,ACC-02077,12003.17,2026-08-27 01:00:00,True
C11489,ACC-02991,64225.91,2026-08-19 03:00:00,True
C11490,ACC-01692,12553.97,2026-08-30 10:00:00,True
C11491,ACC-06136,9100.96,2026-08-25 02:00:00,True
C11492,ACC-01094,7073.72,2026-09-05 04:00:00,True
C11493,ACC-00987,79894.08,2026-09-08 22:00:00,True
C11494,ACC-04149,5682.37,2026-08-25 22:00:00,True
C11495,ACC-05949,7422.94,2026-08-23 15:00:00,True
C11496,ACC-02939,9707.88,2026-08-27 08:00:00,True
C11497,ACC-02437,6705.89,2026-09-02 07:00:00,True
C11498,ACC-02796,6005.15,2026-09-09 17:00:00,True
C11499,ACC-02631,10346.54,2026-09-01 09:00:00,True
C11500,ACC-03850,5775.85,2026-08-29 07:00:00,True
C11501,ACC-05327,11773.83,2026-08-17 12:00:00,True
C11502,ACC-00924,8580.87,2026-09-05 22:00:00,True
C11503,ACC-06166,5344.45,2026-09-03 14:00:00,True
C11504,ACC-03415,7161.66,2026-08-19 19:00:00,True
C11505,ACC-03150,13365.01,2026-08-19 11:00:00,True
C11506,ACC-04568,11410.12,2026-08-15 20:00:00,True
C11507,ACC-02394,13970.1,2026-08-18 15:00:00,True
C11508,ACC-01260,8083.24,2026-08-28 14:00:00,True
C11509,ACC-04721,5046.66,2026-09-08 17:00:00,True
C11510,ACC-01847,12671.14,2026-08-17 00:00:00,True
C11511,ACC-03789,45814.37,2026-09-03 01:00:00,True
C11512,ACC-04277,11246.73,2026-08-21 06:00:00,True
C11513,ACC-01047,14389.23,2026-08-24 00:00:00,True
C11514,ACC-04904,7137.8,2026-09-07 05:00:00,True
C11515,ACC-03401,6736.22,2026-08-30 02:00:00,True
C11516,ACC-04285,8162.4,2026-08-28 16:00:00,True
C11517,ACC-03847,9587.76,2026-08-29 06:00:00,True
C11518,ACC-04249,13150.85,2026-09-07 15:00:00,True
C11519,ACC-05636,8689.8,2026-08-20 17:00:00,True
C11520,ACC-05030,9110.97,2026-09-08 06:00:00,True
C11521,ACC-01857,69307.89,2026-08-16 17:00:00,True
C11522,ACC-04832,7363.96,2026-09-07 03:00:00,True
C11523,ACC-06872,11197.66,2026-08-28 05:00:00,True
C11524,ACC-04658,8745.24,2026-09-09 08:00:00,True
C11525,ACC-07659,6516.71,2026-09-01 06:00:00,True
C11526,ACC-05447,5379.07,2026-09-03 16:00:00,True
C11527,ACC-04657,14885.51,2026-08-17 17:00:00,True
C11528,ACC-01661,34683.64,2026-08-26 13:00:00,True
C11529,ACC-02770,5646.17,2026-08-21 12:00:00,True
C11530,ACC-01873,14536.61,2026-08-26 10:00:00,True
C11531,ACC-06344,14920.13,2026-09-08 16:00:00,True
C11532,ACC-05851,5917.59,2026-09-04 08:00:00,True
C11533,ACC-00876,13312.21,2026-08-22 19:00:00,True
C11534,ACC-02451,10074.25,2026-09-04 05:00:00,True
C11535,ACC-02060,9670.74,2026-08-27 13:00:00,True
C11536,ACC-01478,78794.25,2026-09-04 13:00:00,True
C11537,ACC-03869,13196.04,2026-08-17 08:00:00,True
C11538,ACC-02856,5198.11,2026-08-15 21:00:00,True
C11539,ACC-00430,13540.42,2026-08-28 23:00:00,True
C11540,ACC-07462,10951.83,2026-08-17 03:00:00,True
C11541,ACC-05742,12266.48,2026-09-05 19:00:00,True
C11542,ACC-07259,9636.51,2026-09-02 00:00:00,True
C11543,ACC-06216,8751.47,2026-08-27 03:00:00,True
C11544,ACC-05482,5719.4,2026-08-21 21:00:00,True
C11545,ACC-02884,9692.58,2026-09-05 14:00:00,True
C11546,ACC-00824,5041.81,2026-09-06 06:00:00,True
C11547,ACC-01462,12303.69,2026-08-13 20:00:00,True
C11548,ACC-01075,9045.55,2026-08-29 21:00:00,True
C11549,ACC-01275,14704.93,2026-08-28 00:00:00,True
C11550,ACC-04163,9895.51,2026-08-30 00:00:00,True
C11551,ACC-06765,5712.34,2026-08-20 18:00:00,True
C11552,ACC-00687,8848.26,2026-09-09 09:00:00,True
C11553,ACC-00913,6942.28,2026-08-23 07:00:00,True
C11554,ACC-01631,12712.7,2026-08-28 04:00:00,True
C11555,ACC-05123,8485.79,2026-08-16 13:00:00,True
C11556,ACC-04086,11349.8,2026-08-18 21:00:00,True
C11557,ACC-04200,5577.05,2026-08-29 14:00:00,True
C11558,ACC-03543,12356.64,2026-08-28 23:00:00,True
C11559,ACC-06112,5345.08,2026-09-02 21:00:00,True
C11560,ACC-04758,11309.53,2026-08-15 01:00:00,True
C11561,ACC-04493,11974.71,2026-08-20 12:00:00,True
C11562,ACC-02555,7613.31,2026-08-21 08:00:00,True
C11563,ACC-07996,6473.67,2026-08-26 15:00:00,True
C11564,ACC-06379,10783.42,2026-09-02 17:00:00,True
C11565,ACC-03045,5123.37,2026-08-20 07:00:00,True
C11566,ACC-05570,11443.97,2026-08-17 10:00:00,True
C11567,ACC-00890,12060.7,2026-08-29 00:00:00,True
C11568,ACC-00872,14099.49,2026-09-07 20:00:00,True
C11569,ACC-07652,25587.32,2026-08-28 07:00:00,True
C11570,ACC-00969,10249.62,2026-08-18 23:00:00,True
